query_id,query_text,query_language,query_type,expected_files,chunk_id,document_id,title,issuer,jurisdiction,language,local_file_path,source_url,page_reference,section_reference,lexical_rank,semantic_rank,hybrid_rank,chunk_text,human_label,reviewer_note
Q08,What infrastructure does China’s digital economy plan propose for intelligent computing centres and AI services?,en,cross-language,phase2_5/cn_digital_economy_14th_fyp_2021.html,723fe37f-9cfd-537e-b5b9-706a386402f3,a1a70ffe-651a-5128-a659-599647de2566,Strategy on China of the Government of the Federal Republic of Germany,Federal Government of Germany,DE,en,phase2_5\de_china_strategy_2023_en.pdf,https://www.auswaertiges-amt.de/en/aussenpolitik/regionaleschwerpunkte/asien/strategy-on-china/2608618,Page 16,,4,,7,"2. Germany’s strate Gy on c h I na as part of the jo I nt eu pol Icy on c h I na
16
A successful approach to China requires Europe
as a whole to bring its influence to bear. The
Federal Government is thus aligning its policy
on China with that of Europe’s. This policy is
embedded in the aims and principles of the EU’s
common policy on China and based on constant
close coordination with EU partners. We regard
this German strategy document as a means of
enhancing a coherent European policy on China.
Most aspects of Germany’s relations with China
have both a bilateral and a European dimension.
We are pursuing our interests in accordance with
the EU’s objectives. Closer coordination with
EU partners fosters a pan-European approach;
it also, for example, facilitates joint action by EU
member states in multilateral forums.
Germany’s bilateral talks with China are also
intended to complement and reinforce our EU
partners’ talks. The Federal Government will
continue to make it clear that it cannot be a ne-
gotiating partner for China on matters for which
the EU is responsible.
German-Chinese meetings and intergovern-
mental consultations are also an opportu-",,
Q08,What infrastructure does China’s digital economy plan propose for intelligent computing centres and AI services?,en,cross-language,phase2_5/cn_digital_economy_14th_fyp_2021.html,95e8596e-9cab-571e-a8da-a92ae1b85702,e564bfe4-14df-59e7-8194-196f0b7042ed,Regulation (EU) 2024/1689 (Artificial Intelligence Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_ai_act_2024_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Page 16,,,4,8,"syste m to function. The f ailure or malfunctioning of suc h comp onents might directly lead to r isks to the phys ical
inte gr ity of cr itical infrastr ucture and thus t o r isks to health and safety of persons and proper ty . Compo nents
inte nded to be used solely f or cybersecur ity pur poses should not qualify as safety compo nents. Examples of saf ety
com ponents of suc h cr itical infrastr ucture ma y include syste ms f or monitoring wate r pressure or fire alar m
controlling systems in cloud comp uting centres.
(56) The deplo yment of AI systems in education is impor tant to promot e high-quality digital education and training and
t o allo w all lear ners and te ache rs to acquire and share the necessar y digital skills and comp etences, including media
lite racy , and cr itical thinking, to take an active par t in the economy , society , and in democratic processes. How ever ,
AI systems used in education or v ocational training, in par ticular f or det er mining access or admission, f or assigning
persons to educational and v ocational training institutions or programmes at all levels, f or evaluating lear ning",,
Q08,What infrastructure does China’s digital economy plan propose for intelligent computing centres and AI services?,en,cross-language,phase2_5/cn_digital_economy_14th_fyp_2021.html,d7ec3820-fb02-59f5-9b62-3e017cf205d7,e564bfe4-14df-59e7-8194-196f0b7042ed,Regulation (EU) 2024/1689 (Artificial Intelligence Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_ai_act_2024_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Page 2,,,5,9,"ta Protection
Board.
(4) AI is a f ast ev olving f amily of t echnologies that contr ibut es to a wide ar ra y of economic, environmental and societal
benefits across the entire spectr um of industr ies and social activities. By imp roving prediction, optimising operations
and resource allocation, and personalising digital solutions ava ilable f or individuals and org anisations, the use of AI
can provide k ey comp etitive advantages t o under takings and suppor t socially and environmentally beneficial
outcomes, f or exam ple in healthcare, agr iculture, f ood safety , education and training, media, spor ts, culture,
infrastr ucture manag ement, energy , transpor t and logistics, public ser vices, secur ity , justice, resource and energy
efficiency , en vironmental monitoring, the conser vation and restoration of biodiversity and ecosystems and climate
ch ange mitig ation and adap tation.
(5) At the same time, depending on the circumstances regarding its specific application, use, and level of te chnological
development, AI ma y g enerate r isks and cause har m to public interests and fundamental r ights that are protect ed by",,
Q08,What infrastructure does China’s digital economy plan propose for intelligent computing centres and AI services?,en,cross-language,phase2_5/cn_digital_economy_14th_fyp_2021.html,eb708f2d-1e99-56b5-b27f-969392d822de,a1a70ffe-651a-5128-a659-599647de2566,Strategy on China of the Government of the Federal Republic of Germany,Federal Government of Germany,DE,en,phase2_5\de_china_strategy_2023_en.pdf,https://www.auswaertiges-amt.de/en/aussenpolitik/regionaleschwerpunkte/asien/strategy-on-china/2608618,Page 38,,5,,10,"4. stren Gthen InG Germany and the eu
38
4.4.  Risks on the Chinese market
Many German companies have been successfully
doing business in China for decades. With Chi-
na’s economic growth, the share of business with
China in the international business operations of
German companies has increased steadily. The
Chinese market continues to be of great impor-
tance for many companies owing to its share of
the global market, its dynamism and innova-
tiveness and the good cooperation with people
working for German companies in China.
The Dual Circulation  industrial policy strate-
gy sets out objectives that are leading to greater
economic independence for China while at the
same time increasing asymmetrical dependen-
cies abroad. A unilateral reduction of China’s
dependence on German exports is not in Ger-
many’s interests. We are therefore committed to
removing market-distorting and discriminatory
practices in China.
The further China moves away from the norms
and rules of the rulesbased international order,
the more critical dependencies on the Chinese
market, also on the part of individual sectors
or companies, can prove to be a problem. The",,
Q08,What infrastructure does China’s digital economy plan propose for intelligent computing centres and AI services?,en,cross-language,phase2_5/cn_digital_economy_14th_fyp_2021.html,5ad7c437-0053-5be1-99ba-0980ccee3877,a1a70ffe-651a-5128-a659-599647de2566,Strategy on China of the Government of the Federal Republic of Germany,Federal Government of Germany,DE,en,phase2_5\de_china_strategy_2023_en.pdf,https://www.auswaertiges-amt.de/en/aussenpolitik/regionaleschwerpunkte/asien/strategy-on-china/2608618,Page 42,,,6,,"me, we will work to
raise awareness in the German science and re-
search landscape of human rights and security
aspects in the cooperation with China.
4.8.  Protection of critical infrastructure
Critical infrastructures are vital to our security
and prosperity. We will define which sectors and
which companies and institutions are part of
critical infrastructures by means of an umbrella
law on critical infrastructure. We want to make
them more resilient with minimum require-
ments applying to multiple sectors and threats.
The secure and sovereign operation of critical
infrastructures depends to a large extent on
specific critical components that are intended
to fulfil especially critical functions. The timely
reduction of risks that originate from their pro-
ducers therefore plays an important role in the
protection and functioning of Germany’s critical
infrastructures. The risks of existing dependen-
cies are rising against the backdrop of increasing
geopolitical confrontations.
China’s security legislation obliges Chinese in-
dividuals, companies and organisations at home
and abroad to cooperate with Chinese authori-
ties and intelligence services. The use of critical",,
Q08,What infrastructure does China’s digital economy plan propose for intelligent computing centres and AI services?,en,cross-language,phase2_5/cn_digital_economy_14th_fyp_2021.html,bc8d9ebf-ecfc-51cd-b94f-0e71e2cd93a2,a1a70ffe-651a-5128-a659-599647de2566,Strategy on China of the Government of the Federal Republic of Germany,Federal Government of Germany,DE,en,phase2_5\de_china_strategy_2023_en.pdf,https://www.auswaertiges-amt.de/en/aussenpolitik/regionaleschwerpunkte/asien/strategy-on-china/2608618,Page 10,,6,,,"1. Introduct Ion
10
1.3.  Partner, competitor, systemic rival
China exerts a crucial influence on all key issues
relating to our world order. The Federal Govern-
ment is seeking to cooperate with China, partic-
ularly as an essential actor in solving key global
challenges. China is the biggest emitter of CO2
worldwide. It will not be possible to overcome
the climate crisis without China. Its actions are
decisive for the preservation of biological diversi-
ty and the environment. At the same time, China
is the biggest producer of renewable energies.
The Federal Government is encouraging China
to live up to its global responsibility as China’s
climate and environmental policy decisions have
an impact on the entire world.
China can be a crucial actor in sustainable de-
velopment, global health and the prevention
of pandemics, as well as for the provision of
further global public goods. The Federal Gov-
ernment will seize the opportunities afforded
by cooperation.
Economic and trade relations remain an im-
portant element of bilateral cooperation with
China. The Federal Government is committed to
ensuring that this cooperation becomes fairer,",,
Q08,What infrastructure does China’s digital economy plan propose for intelligent computing centres and AI services?,en,cross-language,phase2_5/cn_digital_economy_14th_fyp_2021.html,e21a660c-a536-5515-8437-a7b5d75d7c29,e564bfe4-14df-59e7-8194-196f0b7042ed,Regulation (EU) 2024/1689 (Artificial Intelligence Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_ai_act_2024_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Page 2,,,7,,"should be laid down, thus ensur ing
the smooth functioning of the inte r nal market and allowi ng those systems to benefit from the pr inciple of free
move ment of goods and ser vices. Those r ules should be clear and robust in protecting fundamental r ights,
suppor tive of new innovative solutions, enabling a European ecosyste m of public and pr ivate actor s creating AI
syste ms in line with Union values and unlocking the potential of the digital transf or mation across all regions of the
Uni on. By la ying down those r ules as well as measures in suppor t of inno vation with a par ticular f ocus on small and
medium ent er pr ises (SMEs), including star tups, this Regulation suppor ts the objective of promoting the European
human-centr ic approach to AI and being a g lobal leader in the development of secure, tr ustwor thy and ethical AI as
stat ed by the European Council (
5
), and it ensures the prot ection of ethical pr inciples, as specific ally request ed by the
European Pa rliament (
6
).
EN
OJ L, 12.7.2024
2/144 ELI: http://data.europa.eu/eli/reg/2024/1689/oj
(
5",,
Q08,What infrastructure does China’s digital economy plan propose for intelligent computing centres and AI services?,en,cross-language,phase2_5/cn_digital_economy_14th_fyp_2021.html,f5c3b9a6-c981-51cf-9876-4fe9e75dcfcf,a1a70ffe-651a-5128-a659-599647de2566,Strategy on China of the Government of the Federal Republic of Germany,Federal Government of Germany,DE,en,phase2_5\de_china_strategy_2023_en.pdf,https://www.auswaertiges-amt.de/en/aussenpolitik/regionaleschwerpunkte/asien/strategy-on-china/2608618,Page 9,,7,,,"1. Introduct Ion
9
1.2.  Aims of the Strategy on China
China has changed. As a result of this and Chi-
na’s political decisions, we need to change our
approach to China. The Federal Government
will, together in Europe and with international
partners, define new parameters under which
Germany’s interests will be upheld in its coop-
eration with China, while living up to our global
responsibility.
This strategy for our approach to China and the
challenges arising from China comprises three
dimensions: bilateral relations with China,
strengthening Germany and the EU, and interna-
tional cooperation.
Its aims are as follows:
• to present the Federal Government’s views on the status of and prospects for rela-
tions with China;
• to enable the Federal Government to assert our values and interests more effectively
in the complex relationship with China;
• to present means and instruments by which the Federal Government can work with
China, without endangering Germany’s free and democratic way of life, our sover-
eignty and prosperity, as well as our security and partnerships with others;
• to provide the framework within which our Federal Ministries can give coherence to",,
Q08,What infrastructure does China’s digital economy plan propose for intelligent computing centres and AI services?,en,cross-language,phase2_5/cn_digital_economy_14th_fyp_2021.html,2d377400-3993-54a2-b533-d16a4b4d7182,a1a70ffe-651a-5128-a659-599647de2566,Strategy on China of the Government of the Federal Republic of Germany,Federal Government of Germany,DE,en,phase2_5\de_china_strategy_2023_en.pdf,https://www.auswaertiges-amt.de/en/aussenpolitik/regionaleschwerpunkte/asien/strategy-on-china/2608618,Page 35,,8,,,"and re-
search system, a functioning system for securing
skilled workers, an innovation-friendly environ-
ment with investments in research and devel-
opment, an effective infrastructure and efficient
administration will prepare us for the future –
and not only in the economic competition with
China. The capital markets and banking union
are key for facilitating the necessary invest-
ments across Europe.
The digital and green transformation of our
economy plays a key role. We want to support
the necessary expansion of European production
and processing capacities required to this end.
In addition to having environmental advantages,
the increasing expansion of a European circular
economy is intended to enhance the resilience
of the European economy. The European inter-
nal market is to become the leading market for
climate-friendly and resource-efficient prod-
ucts. We can set standards around the world for
energy-efficient, durable, easy-to-repair and
circular products.
Innovation calls for an ambitious research pol-
icy. Together with the Länder and the business
community, the Federal Government intends to
invest 3.5 percent of German GDP in research",,
Q08,What infrastructure does China’s digital economy plan propose for intelligent computing centres and AI services?,en,cross-language,phase2_5/cn_digital_economy_14th_fyp_2021.html,dd346eca-5a6d-5b5e-9fb7-966f240c81dd,a1a70ffe-651a-5128-a659-599647de2566,Strategy on China of the Government of the Federal Republic of Germany,Federal Government of Germany,DE,en,phase2_5\de_china_strategy_2023_en.pdf,https://www.auswaertiges-amt.de/en/aussenpolitik/regionaleschwerpunkte/asien/strategy-on-china/2608618,Page 61,,,8,,"ng
built up at schools, higher education institutions
and other educational institutions. We encourage
them to increasingly spread expertise on China,
including language skills. This should be accom-
plished through networking among higher edu-
cation institutions and harnessing synergies with
the business sector.
We advocate for more exchange between Ger-
man and Chinese young people, students and
academics, with the aim of supporting expertise
on China through people-to-people contacts.
Training and advisory services that we offer by
drawing on expertise in the academic sphere and
at universities, in businesses and think tanks are
an important asset in this regard.
Cooperation with Chinese institutions is indis-
pensable for spreading expertise on China. This
also applies to partners from Taiwan.
The expertise of the Federal Government on
China, too, must be strengthened. We aim to
increase the share of personnel at all Federal
Ministries and supreme Federal authorities with
expertise on China. In areas that are relevant to
relations with China, the Federal Government
will promote staff exchanges in the spheres of
politics, administration, business and academia.",,
Q08,What infrastructure does China’s digital economy plan propose for intelligent computing centres and AI services?,en,cross-language,phase2_5/cn_digital_economy_14th_fyp_2021.html,aa489e59-35da-5f6e-b4b1-ffa197a57a64,a1a70ffe-651a-5128-a659-599647de2566,Strategy on China of the Government of the Federal Republic of Germany,Federal Government of Germany,DE,en,phase2_5\de_china_strategy_2023_en.pdf,https://www.auswaertiges-amt.de/en/aussenpolitik/regionaleschwerpunkte/asien/strategy-on-china/2608618,Page 25,,,9,,"ment on
the basis of an ambitious offer from the Chinese
side. The EU’s Instrument for International Pro-
curement, which entered into force in summer
2022, aims to improve EU firms’ access to public
contracts in third countries such as China.
China’s data legislation provides the coun-
try’s security authorities with disproportionate
means of control and is leading to imbalances in
competition opportunities. Free and trustworthy
transnational flows of data and the fair regu-
lation of cyberspace are needed for the further
development of our economic relations. We are
also working at the bilateral level to achieve this.
The European internal market offers Chinese
firms in the transport sector far greater opportu-
nities than those granted to European suppliers
in China. The Federal Government is seeking to
deepen exchange on transport issues in order to
ensure that air and maritime routes are open and
fair. Germany and China have a common interest
in creating the parameters for economically,
ecologically and socially sustainable, resilient
and robust global logistics chains. In doing so,
the Federal Government will focus to a greater
extent on the principle of reciprocity.",,
Q08,What infrastructure does China’s digital economy plan propose for intelligent computing centres and AI services?,en,cross-language,phase2_5/cn_digital_economy_14th_fyp_2021.html,4337277c-9749-54ee-b8d0-bba16100ae4b,e564bfe4-14df-59e7-8194-196f0b7042ed,Regulation (EU) 2024/1689 (Artificial Intelligence Act),European Parliament and Council of the European Union,EU,en,phase2_5\eu_ai_act_2024_en.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Page 2,,,10,,"e r ules should be consiste nt
with the Char te r , non-discr iminat or y and in line with the Uni on’s inte r national trade commitments. They should
also take into account the European Declaration on Digital Rights and Pr inciples f or the Digital Decade and the
Ethics guidelines f or tr ustw or th y AI of the High-Level Exper t Group on Ar tif icial Intellig ence (AI HLEG).
(8) A Union lega l framew ork la ying do wn har monised r ules on AI is theref ore needed to f oster the development, use
and up take of AI in the inter nal marke t that at the same time meets a high level of protect ion of public interests, such
as health and saf ety and the prot ection of fundamental r ights, including democracy , the r ule of law and
en vironmental protect ion as recognised and protect ed by Uni on la w . T o ac hieve that objective, r ules regulating the
placing on the marke t, the putting into ser vice and the use of cer tain AI systems should be laid down, thus ensur ing
the smooth functioning of the inte r nal market and allowi ng those systems to benefit from the pr inciple of free",,
Q08,What infrastructure does China’s digital economy plan propose for intelligent computing centres and AI services?,en,cross-language,phase2_5/cn_digital_economy_14th_fyp_2021.html,e3119691-d205-5e40-82a3-ecf0725ac47a,a1a70ffe-651a-5128-a659-599647de2566,Strategy on China of the Government of the Federal Republic of Germany,Federal Government of Germany,DE,en,phase2_5\de_china_strategy_2023_en.pdf,https://www.auswaertiges-amt.de/en/aussenpolitik/regionaleschwerpunkte/asien/strategy-on-china/2608618,Page 28,,10,,,"3. BI lateral relat Ions w I th c h I na
28
to become a member of the Climate Club in the
future should it display the necessary ambition
in climate policy and should it wish to join.
China plays an important role with respect to
biodiversity conservation around the world
as one of the 17 megadiverse countries and as a
globally connected economy. This wealth of bio-
diversity is at risk also in China.
The 15th meeting of the Conference of the Par-
ties to the Convention on Biological Diversity
(CBD) under China’s Presidency in 2022 adopted
a new global framework for biological diversi-
ty (the Kunming-Montreal Global Biodiversity
Framework, KMGBF). We are calling on China to
follow up this success with concrete measures at
the national level. We are committed to ensur-
ing that China makes an appropriate financial
contribution to implementing the pledges within
the CBD framework in accordance with its glob-
al responsibility and that it gears its financial
flows towards global biodiversity targets to an
increasing extent.
The Federal Government is committed to ensur-
ing that China plays a bigger role in supporting
multilateral funds for overcoming global chal-",,
Q09,“十四五”智能制造发展规划提出到2025年规模以上制造业企业数字化网络化达到什么目标？,zh,direct,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,2bad7288-2967-5db2-ba48-e8f9cacf99d8,50c9f3d3-f5ab-5f8f-8191-bd601d25cd73,“十四五”数字经济发展规划,中华人民共和国国务院,CN,zh,phase2_5\cn_digital_economy_14th_fyp_2021.html,https://www.miit.gov.cn/xwdt/szyw/art/2022/art_4ecc233a663b44329d0863e60b51192b.html,,国务院关于印发“十四五”数字经济发展规划的通知,1,5,2,"智能生产线等应用，由点及面向全业务全流程数字化转型延伸拓展。鼓励和支持互联网平台、行业龙头企业等立足自身优势，开放数字化资源和能力，帮助传统企业和中小企业实现数字化转型。推行普惠性“上云用数赋智”服务，推动企业上云、上平台，降低技术和资金壁垒，加快企业数字化转型。
（二）全面深化重点产业数字化转型。
立足不同产业特点和差异化需求，推动传统产业全方位、全链条数字化转型，提高全要素生产率。大力提升农业数字化水平，推进“三农”综合信息服务，创新发展智慧农业，提升农业生产、加工、销售、物流等各环节数字化水平。纵深推进工业数字化转型，加快推动研发设计、生产制造、经营管理、市场服务等全生命周期数字化转型，加快培育一批“专精特新”中小企业和制造业单项冠军企业。深入实施智能制造工程，大力推动装备数字化，开展智能制造试点示范专项行动，完善国家智能制造标准体系。培育推广个性化定制、网络化协同等新模式。大力发展数字商务，全面加快商贸、物流、金融等服务业数字化转型，优化管理体系和服务模式，提高服务业的品质与效益。促进数字技术在全过程工程咨询领域的深度应用，引领咨询服务和工程建设模式转型升级。加快推动智慧能源建设应用，促进能源生产、运输、消费等各环节智能化升级，推动能源行业低碳转型。加快推进国土空间基础信息平台建设应用。推动产业互联网融通应用，培育供应链金融、服务型制造等融通发展模式，以数字技术促进产业融合发展。
（三）推动产业园区和产业集群数字化转型。
引导产业园区加快数字基础设施建设，利用数字技术提升园区管理和服务能力。积极探索平台企业与产业园区联合运营模式，丰富技术、数据、平台、供应链等服务供给，提升线上线下相结合的资源共享水平，引导各类要素加快向园区集聚。围绕共性转型需求，推动共享制造平台在产业集群落地和规模化发展。探索发展跨越物理边界的“虚拟”产业园区和产业集群，加快产业资源虚拟化集聚、平台化运营和网络化协同，构建虚实结合的产业数字化新生态。依托京津冀、长三角、粤港澳大湾区、成渝地区双城经济圈等重点区域，统筹推进数字基础设施建设，探索建立各类产业集群跨区域、跨平台协同新机制，促进创新要素整合共享，构建创新协同、错位互补、供需联动的区域数字化发展生态，提升产业链供应链协同配套能力。
（四）培育转型支撑服务生态。",,
Q09,“十四五”智能制造发展规划提出到2025年规模以上制造业企业数字化网络化达到什么目标？,zh,direct,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,bfe4bc0f-702d-5258-8eeb-838c1297a188,50c9f3d3-f5ab-5f8f-8191-bd601d25cd73,“十四五”数字经济发展规划,中华人民共和国国务院,CN,zh,phase2_5\cn_digital_economy_14th_fyp_2021.html,https://www.miit.gov.cn/xwdt/szyw/art/2022/art_4ecc233a663b44329d0863e60b51192b.html,,国务院关于印发“十四五”数字经济发展规划的通知,3,1,1,"国务院关于印发“十四五”数字经济发展规划的通知
首页
>
新闻发布
>
时政要闻
国务院关于印发“十四五”数字经济发展规划的通知
发布时间：2022-01-12 17:55
来源：中国政府网
国发〔2021〕29号
各省、自治区、直辖市人民政府，国务院各部委、各直属机构：
现将《“十四五”数字经济发展规划》印发给你们，请认真贯彻执行。
国务院
2021年12月12日
（此件公开发布）
“十四五”数字经济发展规划
数字经济是继农业经济、工业经济之后的主要经济形态，是以数据资源为关键要素，以现代信息网络为主要载体，以信息通信技术融合应用、全要素数字化转型为重要推动力，促进公平与效率更加统一的新经济形态。数字经济发展速度之快、辐射范围之广、影响程度之深前所未有，正推动生产方式、生活方式和治理方式深刻变革，成为重组全球要素资源、重塑全球经济结构、改变全球竞争格局的关键力量。“十四五”时期，我国数字经济转向深化应用、规范发展、普惠共享的新阶段。为应对新形势新挑战，把握数字化发展新机遇，拓展经济发展新空间，推动我国数字经济健康发展，依据《中华人民共和国国民经济和社会发展第十四个五年规划和2035年远景目标纲要》，制定本规划。
一、发展现状和形势
（一）发展现状。
“十三五”时期，我国深入实施数字经济发展战略，不断完善数字基础设施，加快培育新业态新模式，推进数字产业化和产业数字化取得积极成效。2020年，我国数字经济核心产业增加值占国内生产总值（GDP）比重达到7.8%，数字经济为经济社会持续健康发展提供了强大动力。
信息基础设施全球领先。
建成全球规模最大的光纤和第四代移动通信（4G）网络，第五代移动通信（5G）网络建设和应用加速推进。宽带用户普及率明显提高，光纤用户占比超过94%，移动宽带用户普及率达到108%，互联网协议第六版（IPv6）活跃用户数达到4.6亿。
产业数字化转型稳步推进。
农业数字化全面推进。服务业数字化水平显著提高。工业数字化转型加速，工业企业生产设备数字化水平持续提升，更多企业迈上“云端”。
新业态新模式竞相发展。
数字技术与各行业加速融合，电子商务蓬勃发展，移动支付广泛普及，在线学习、远程会议、网络购物、视频直播等生产生活新方式加速推广，互联网平台日益壮大。
数字政府建设成效显著。
一体化政务服务和监管效能大幅度提升，“一网通办”、“最多跑一次”、“一网统管”、“一网协同”等服务管理新模式广泛普及，数字营商环境持续优化，在线政务服务水平跃居全球领先行列。
数字经济国际合作不断深化。
《二十国集团数字经济发展与合作倡议》等在全球赢得广泛共识，信息基础设施互联互通取得明显成效，“丝路电商”合作成果丰硕，我国数字经济领域平台企业加速出海，影响力和竞争力不断提升。",,
Q09,“十四五”智能制造发展规划提出到2025年规模以上制造业企业数字化网络化达到什么目标？,zh,direct,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,9f4da89f-f545-5434-b6f7-0330a10bfedb,50c9f3d3-f5ab-5f8f-8191-bd601d25cd73,“十四五”数字经济发展规划,中华人民共和国国务院,CN,zh,phase2_5\cn_digital_economy_14th_fyp_2021.html,https://www.miit.gov.cn/xwdt/szyw/art/2022/art_4ecc233a663b44329d0863e60b51192b.html,,国务院关于印发“十四五”数字经济发展规划的通知,2,,6,"虚实结合的产业数字化新生态。依托京津冀、长三角、粤港澳大湾区、成渝地区双城经济圈等重点区域，统筹推进数字基础设施建设，探索建立各类产业集群跨区域、跨平台协同新机制，促进创新要素整合共享，构建创新协同、错位互补、供需联动的区域数字化发展生态，提升产业链供应链协同配套能力。
（四）培育转型支撑服务生态。
建立市场化服务与公共服务双轮驱动，技术、资本、人才、数据等多要素支撑的数字化转型服务生态，解决企业“不会转”、“不能转”、“不敢转”的难题。面向重点行业和企业转型需求，培育推广一批数字化解决方案。聚焦转型咨询、标准制定、测试评估等方向，培育一批第三方专业化服务机构，提升数字化转型服务市场规模和活力。支持高校、龙头企业、行业协会等加强协同，建设综合测试验证环境，加强产业共性解决方案供给。建设数字化转型促进中心，衔接集聚各类资源条件，提供数字化转型公共服务，打造区域产业数字化创新综合体，带动传统产业数字化转型。
六、加快推动数字产业化
（一）增强关键技术创新能力。
瞄准传感器、量子信息、网络通信、集成电路、关键软件、大数据、人工智能、区块链、新材料等战略性前瞻性领域，发挥我国社会主义制度优势、新型举国体制优势、超大规模市场优势，提高数字技术基础研发能力。以数字技术与各领域融合应用为导向，推动行业企业、平台企业和数字技术服务企业跨界创新，优化创新成果快速转化机制，加快创新技术的工程化、产业化。鼓励发展新型研发机构、企业创新联合体等新型创新主体，打造多元化参与、网络化协同、市场化运作的创新生态体系。支持具有自主核心技术的开源社区、开源平台、开源项目发展，推动创新资源共建共享，促进创新模式开放化演进。
（二）提升核心产业竞争力。
着力提升基础软硬件、核心电子元器件、关键基础材料和生产装备的供给水平，强化关键产品自给保障能力。实施产业链强链补链行动，加强面向多元化应用场景的技术融合和产品创新，提升产业链关键环节竞争力，完善5G、集成电路、新能源汽车、人工智能、工业互联网等重点产业供应链体系。深化新一代信息技术集成创新和融合应用，加快平台化、定制化、轻量化服务模式创新，打造新兴数字产业新优势。协同推进信息技术软硬件产品产业化、规模化应用，加快集成适配和迭代优化，推动软件产业做大做强，提升关键软硬件技术创新和供给能力。
（三）加快培育新业态新模式。
推动平台经济健康发展，引导支持平台企业加强数据、产品、内容等资源整合共享，扩大协同办公、互联网医疗等在线服务覆盖面。深化共享经济在生活服务领域的应用，拓展创新、生产、供应链等资源共享新空间。发展基于数字技术的智能经济，加快优化智能化产品和服务运营，培育智慧销售、无人配送、智能制造、反向定制等新增长点。完善多元价值传递和贡献分配体系，有序引导多样化社交、短视频、知识分享等新型就业创业平台发展。
（四）营造繁荣有序的产业创新生态。",,
Q09,“十四五”智能制造发展规划提出到2025年规模以上制造业企业数字化网络化达到什么目标？,zh,direct,phase2_5/cn_intelligent_manufacturing_14th_fyp_2021.pdf,f204c1a5-fd41-5c2d-98ac-f79872d67e78,66fb6cf6-d5ec-5183-9cf5-2aee221c176a,“十四五”智能制造发展规划,工业和信息化部等八部门,CN,zh,phase2_5\cn_intelligent_manufacturing_14th_fyp_2021.pdf,https://www.miit.gov.cn/jgsj/ghs/zlygh/art/2022/art_c201cab037444d5c94921a53614332f9.html,Page 4,,4,2,3,"4
（三）发展路径和目标
“十四五”及未来相当长一段时期，推进智能制造，要立足制造本质，
紧扣智能特征，以工艺、装备为核心，以数据为基础，依托制造单元、车
间、工厂、供应链等载体，构建虚实融合、知识驱动、动态优化、安全高
效、绿色低碳的智能制造系统，推动制造业实现数字化转型、网络化协同、
智能化变革。到 2025 年，规模以上制造业企业大部分实现数字化网络化，
重点行业骨干企业初步应用智能化；到 2035 年，规模以上制造业企业全
面普及数字化网络化，重点行业骨干企业基本实现智能化。
2025 年的主要目标是：
转型升级成效显著。70%的规模以上制造业企业基本实现数字化网络
化，建成 500 个以上引领行业发展的智能制造示范工厂。制造业企业生产
效率、产品良品率、能源资源利用率等显著提升，智能制造能力成熟度水
平明显提升。
供给能力明显增强。智能制造装备和工业软件技术水平和市场竞争力
显著提升，市场满足率分别超过 70%和 50%。培育 150 家以上专业水平高、
服务能力强的智能制造系统解决方案供应商。
基础支撑更加坚实。建设一批智能制造创新载体和公共服务平台。构
建适应智能制造发展的标准体系和网络基础设施，完成 200 项以上国家、
行业标准的制修订，建成 120 个以上具有行业和区域影响力的工业互联网
平台。
三、重点任务
（一）加快系统创新，增强融合发展新动能
强化科技支撑引领作用，推动跨学科、跨领域融合创新，打好关键核心
和系统集成技术攻坚战，构建完善创新网络，持续提升创新效能。
加强关键核心技术攻关。聚焦设计、生产、管理、服务等制造全过程，
突破设计仿真、混合建模、协同优化等基础技术，开发应用增材制造、超
精密加工等先进工艺技术，攻克智能感知、人机协作、供应链协同等共性",,
