query_id,query_text,query_language,query_type,expected_files,chunk_id,document_id,title,issuer,jurisdiction,language,local_file_path,source_url,page_reference,section_reference,lexical_rank,semantic_rank,hybrid_rank,chunk_text,human_label,reviewer_note
Q03,在境外处理中国境内自然人个人信息，哪些情况下《网络数据安全管理条例》适用？,zh,direct,phase2_5/cn_network_data_security_regulation_2024.html,20fc8233-a291-5c1d-b944-e8eb1b27b02a,1415b941-a535-5833-80b4-f682dcc95158,网络数据安全管理条例,中华人民共和国国务院,CN,zh,phase2_5\cn_network_data_security_regulation_2024.html,https://app.www.gov.cn/govdata/gov/202409/30/520076/article.html,,网络数据安全管理条例,10,3,6,"接负责的主管人员和其他直接责任人员依法给予处分。
第六十一条
违反本条例规定，给他人造成损害的，依法承担民事责任；构成违反治安管理行为的，依法给予治安管理处罚；构成犯罪的，依法追究刑事责任。
第九章　附　　则
第六十二条
本条例下列用语的含义：
（一）网络数据，是指通过网络处理和产生的各种电子数据。
（二）网络数据处理活动，是指网络数据的收集、存储、使用、加工、传输、提供、公开、删除等活动。
（三）网络数据处理者，是指在网络数据处理活动中自主决定处理目的和处理方式的个人、组织。
（四）重要数据，是指特定领域、特定群体、特定区域或者达到一定精度和规模，一旦遭到篡改、破坏、泄露或者非法获取、非法利用，可能直接危害国家安全、经济运行、社会稳定、公共健康和安全的数据。
（五）委托处理，是指网络数据处理者委托个人、组织按照约定的目的和方式开展的网络数据处理活动。
（六）共同处理，是指两个以上的网络数据处理者共同决定网络数据的处理目的和处理方式的网络数据处理活动。
（七）单独同意，是指个人针对其个人信息进行特定处理而专门作出具体、明确的同意。
（八）大型网络平台，是指注册用户5000万以上或者月活跃用户1000万以上，业务类型复杂，网络数据处理活动对国家安全、经济运行、国计民生等具有重要影响的网络平台。
第六十三条
开展核心数据的网络数据处理活动，按照国家有关规定执行。
自然人因个人或者家庭事务处理个人信息的，不适用本条例。
开展涉及国家秘密、工作秘密的网络数据处理活动，适用《中华人民共和国保守国家秘密法》等法律、行政法规的规定。
第六十四条
本条例自2025年1月1日起施行。
点击打开",0,
Q03,在境外处理中国境内自然人个人信息，哪些情况下《网络数据安全管理条例》适用？,zh,direct,phase2_5/cn_network_data_security_regulation_2024.html,51b4d749-6af7-589a-8e2d-d3cfdc83573e,1415b941-a535-5833-80b4-f682dcc95158,网络数据安全管理条例,中华人民共和国国务院,CN,zh,phase2_5\cn_network_data_security_regulation_2024.html,https://app.www.gov.cn/govdata/gov/202409/30/520076/article.html,,网络数据安全管理条例,4,8,5,"门应当及时向网络数据处理者告知或者公开发布。网络数据处理者应当履行网络数据安全保护责任。
国家鼓励网络数据处理者使用数据标签标识等技术和产品，提高重要数据安全管理水平。
第三十条
重要数据的处理者应当明确网络数据安全负责人和网络数据安全管理机构。网络数据安全管理机构应当履行下列网络数据安全保护责任：
（一）制定实施网络数据安全管理制度、操作规程和网络数据安全事件应急预案；
（二）定期组织开展网络数据安全风险监测、风险评估、应急演练、宣传教育培训等活动，及时处置网络数据安全风险和事件；
（三）受理并处理网络数据安全投诉、举报。
网络数据安全负责人应当具备网络数据安全专业知识和相关管理工作经历，由网络数据处理者管理层成员担任，有权直接向有关主管部门报告网络数据安全情况。
掌握有关主管部门规定的特定种类、规模的重要数据的网络数据处理者，应当对网络数据安全负责人和关键岗位的人员进行安全背景审查，加强相关人员培训。审查时，可以申请公安机关、国家安全机关协助。
第三十一条
重要数据的处理者提供、委托处理、共同处理重要数据前，应当进行风险评估，但是属于履行法定职责或者法定义务的除外。
风险评估应当重点评估下列内容：
（一）提供、委托处理、共同处理网络数据，以及网络数据接收方处理网络数据的目的、方式、范围等是否合法、正当、必要；
（二）提供、委托处理、共同处理的网络数据遭到篡改、破坏、泄露或者非法获取、非法利用的风险，以及对国家安全、公共利益或者个人、组织合法权益带来的风险；
（三）网络数据接收方的诚信、守法等情况；
（四）与网络数据接收方订立或者拟订立的相关合同中关于网络数据安全的要求能否有效约束网络数据接收方履行网络数据安全保护义务；
（五）采取或者拟采取的技术和管理措施等能否有效防范网络数据遭到篡改、破坏、泄露或者非法获取、非法利用等风险；
（六）有关主管部门规定的其他评估内容。
第三十二条
重要数据的处理者因合并、分立、解散、破产等可能影响重要数据安全的，应当采取措施保障网络数据安全，并向省级以上有关主管部门报告重要数据处置方案、接收方的名称或者姓名和联系方式等；主管部门不明确的，应当向省级以上数据安全工作协调机制报告。
第三十三条
重要数据的处理者应当每年度对其网络数据处理活动开展风险评估，并向省级以上有关主管部门报送风险评估报告，有关主管部门应当及时通报同级网信部门、公安机关。
风险评估报告应当包括下列内容：
（一）网络数据处理者基本信息、网络数据安全管理机构信息、网络数据安全负责人姓名和联系方式等；
（二）处理重要数据的目的、种类、数量、方式、范围、存储期限、存储地点等，开展网络数据处理活动的情况，不包括网络数据内容本身；
（三）网络数据安全管理制度及实施情况，加密、备份、标签标识、访问控制、安全认证等技术措施和其他必要措施及其有效性；",1,部分相关：重要数据的风险评估和报告义务仅在训练数据构成重要数据时才直接关联本课题。
Q03,在境外处理中国境内自然人个人信息，哪些情况下《网络数据安全管理条例》适用？,zh,direct,phase2_5/cn_network_data_security_regulation_2024.html,5e01bef4-aa13-57f4-b8c0-badcd3da319b,1415b941-a535-5833-80b4-f682dcc95158,网络数据安全管理条例,中华人民共和国国务院,CN,zh,phase2_5\cn_network_data_security_regulation_2024.html,https://app.www.gov.cn/govdata/gov/202409/30/520076/article.html,,网络数据安全管理条例,5,4,4,"施运营者提供服务，或者参与其他公共基础设施、公共服务系统建设、运行、维护的，应当依照法律、法规的规定和合同约定履行网络数据安全保护义务，提供安全、稳定、持续的服务。
前款规定的网络数据处理者未经委托方同意，不得访问、获取、留存、使用、泄露或者向他人提供网络数据，不得对网络数据进行关联分析。
第十七条
为国家机关提供服务的信息系统应当参照电子政务系统的管理要求加强网络数据安全管理，保障网络数据安全。
第十八条
网络数据处理者使用自动化工具访问、收集网络数据，应当评估对网络服务带来的影响，不得非法侵入他人网络，不得干扰网络服务正常运行。
第十九条
提供生成式人工智能服务的网络数据处理者应当加强对训练数据和训练数据处理活动的安全管理，采取有效措施防范和处置网络数据安全风险。
第二十条
面向社会提供产品、服务的网络数据处理者应当接受社会监督，建立便捷的网络数据安全投诉、举报渠道，公布投诉、举报方式等信息，及时受理并处理网络数据安全投诉、举报。
第三章　个人信息保护
第二十一条
网络数据处理者在处理个人信息前，通过制定个人信息处理规则的方式依法向个人告知的，个人信息处理规则应当集中公开展示、易于访问并置于醒目位置，内容明确具体、清晰易懂，包括但不限于下列内容：
（一）网络数据处理者的名称或者姓名和联系方式；
（二）处理个人信息的目的、方式、种类，处理敏感个人信息的必要性以及对个人权益的影响；
（三）个人信息保存期限和到期后的处理方式，保存期限难以确定的，应当明确保存期限的确定方法；
（四）个人查阅、复制、转移、更正、补充、删除、限制处理个人信息以及注销账号、撤回同意的方法和途径等。
网络数据处理者按照前款规定向个人告知收集和向其他网络数据处理者提供个人信息的目的、方式、种类以及网络数据接收方信息的，应当以清单等形式予以列明。网络数据处理者处理不满十四周岁未成年人个人信息的，还应当制定专门的个人信息处理规则。
第二十二条
网络数据处理者基于个人同意处理个人信息的，应当遵守下列规定：
（一）收集个人信息为提供产品或者服务所必需，不得超范围收集个人信息，不得通过误导、欺诈、胁迫等方式取得个人同意；
（二）处理生物识别、宗教信仰、特定身份、医疗健康、金融账户、行踪轨迹等敏感个人信息的，应当取得个人的单独同意；
（三）处理不满十四周岁未成年人个人信息的，应当取得未成年人的父母或者其他监护人的同意；
（四）不得超出个人同意的个人信息处理目的、方式、种类、保存期限处理个人信息；
（五）不得在个人明确表示不同意处理其个人信息后，频繁征求同意；
（六）个人信息的处理目的、方式、种类发生变更的，应当重新取得个人同意。
法律、行政法规规定处理敏感个人信息应当取得书面同意的，从其规定。
第二十三条",2,核心证据：《网络数据安全管理条例》第19条直接要求生成式AI服务的数据处理者加强训练数据及训练数据处理活动的安全管理。
Q03,在境外处理中国境内自然人个人信息，哪些情况下《网络数据安全管理条例》适用？,zh,direct,phase2_5/cn_network_data_security_regulation_2024.html,80d93810-79cd-5685-b12b-152d0197225b,1415b941-a535-5833-80b4-f682dcc95158,网络数据安全管理条例,中华人民共和国国务院,CN,zh,phase2_5\cn_network_data_security_regulation_2024.html,https://app.www.gov.cn/govdata/gov/202409/30/520076/article.html,,网络数据安全管理条例,7,6,7,"安全等级保护的基础上，加强网络数据安全防护，建立健全网络数据安全管理制度，采取加密、备份、访问控制、安全认证等技术措施和其他必要措施，保护网络数据免遭篡改、破坏、泄露或者非法获取、非法利用，处置网络数据安全事件，防范针对和利用网络数据实施的违法犯罪活动，并对所处理网络数据的安全承担主体责任。
第十条
网络数据处理者提供的网络产品、服务应当符合相关国家标准的强制性要求；发现网络产品、服务存在安全缺陷、漏洞等风险时，应当立即采取补救措施，按照规定及时告知用户并向有关主管部门报告；涉及危害国家安全、公共利益的，网络数据处理者还应当在24小时内向有关主管部门报告。
第十一条
网络数据处理者应当建立健全网络数据安全事件应急预案，发生网络数据安全事件时，应当立即启动预案，采取措施防止危害扩大，消除安全隐患，并按照规定向有关主管部门报告。
网络数据安全事件对个人、组织合法权益造成危害的，网络数据处理者应当及时将安全事件和风险情况、危害后果、已经采取的补救措施等，以电话、短信、即时通信工具、电子邮件或者公告等方式通知利害关系人；法律、行政法规规定可以不通知的，从其规定。网络数据处理者在处置网络数据安全事件过程中发现涉嫌违法犯罪线索的，应当按照规定向公安机关、国家安全机关报案，并配合开展侦查、调查和处置工作。
第十二条
网络数据处理者向其他网络数据处理者提供、委托处理个人信息和重要数据的，应当通过合同等与网络数据接收方约定处理目的、方式、范围以及安全保护义务等，并对网络数据接收方履行义务的情况进行监督。向其他网络数据处理者提供、委托处理个人信息和重要数据的处理情况记录，应当至少保存3年。
网络数据接收方应当履行网络数据安全保护义务，并按照约定的目的、方式、范围等处理个人信息和重要数据。
两个以上的网络数据处理者共同决定个人信息和重要数据的处理目的和处理方式的，应当约定各自的权利和义务。
第十三条
网络数据处理者开展网络数据处理活动，影响或者可能影响国家安全的，应当按照国家有关规定进行国家安全审查。
第十四条
网络数据处理者因合并、分立、解散、破产等原因需要转移网络数据的，网络数据接收方应当继续履行网络数据安全保护义务。
第十五条
国家机关委托他人建设、运行、维护电子政务系统，存储、加工政务数据，应当按照国家有关规定经过严格的批准程序，明确受托方的网络数据处理权限、保护责任等，监督受托方履行网络数据安全保护义务。
第十六条
网络数据处理者为国家机关、关键信息基础设施运营者提供服务，或者参与其他公共基础设施、公共服务系统建设、运行、维护的，应当依照法律、法规的规定和合同约定履行网络数据安全保护义务，提供安全、稳定、持续的服务。
前款规定的网络数据处理者未经委托方同意，不得访问、获取、留存、使用、泄露或者向他人提供网络数据，不得对网络数据进行关联分析。
第十七条",1,部分相关：一般网络数据安全、委托处理与安全事件义务可构成训练数据处理的底层要求，但不是生成式AI专门规定。
Q03,在境外处理中国境内自然人个人信息，哪些情况下《网络数据安全管理条例》适用？,zh,direct,phase2_5/cn_network_data_security_regulation_2024.html,e5985d94-0a36-55f8-b372-430e82bc766a,1415b941-a535-5833-80b4-f682dcc95158,网络数据安全管理条例,中华人民共和国国务院,CN,zh,phase2_5\cn_network_data_security_regulation_2024.html,https://app.www.gov.cn/govdata/gov/202409/30/520076/article.html,,网络数据安全管理条例,6,10,8,"督管理
第四十七条
国家网信部门负责统筹协调网络数据安全和相关监督管理工作。
公安机关、国家安全机关依照有关法律、行政法规和本条例的规定，在各自职责范围内承担网络数据安全监督管理职责，依法防范和打击危害网络数据安全的违法犯罪活动。
国家数据管理部门在具体承担数据管理工作中履行相应的网络数据安全职责。
各地区、各部门对本地区、本部门工作中收集和产生的网络数据及网络数据安全负责。
第四十八条
各有关主管部门承担本行业、本领域网络数据安全监督管理职责，应当明确本行业、本领域网络数据安全保护工作机构，统筹制定并组织实施本行业、本领域网络数据安全事件应急预案，定期组织开展本行业、本领域网络数据安全风险评估，对网络数据处理者履行网络数据安全保护义务情况进行监督检查，指导督促网络数据处理者及时对存在的风险隐患进行整改。
第四十九条
国家网信部门统筹协调有关主管部门及时汇总、研判、共享、发布网络数据安全风险相关信息，加强网络数据安全信息共享、网络数据安全风险和威胁监测预警以及网络数据安全事件应急处置工作。
第五十条
有关主管部门可以采取下列措施对网络数据安全进行监督检查：
（一）要求网络数据处理者及其相关人员就监督检查事项作出说明；
（二）查阅、复制与网络数据安全有关的文件、记录；
（三）检查网络数据安全措施运行情况；
（四）检查与网络数据处理活动有关的设备、物品；
（五）法律、行政法规规定的其他必要措施。
网络数据处理者应当对有关主管部门依法开展的网络数据安全监督检查予以配合。
第五十一条
有关主管部门开展网络数据安全监督检查，应当客观公正，不得向被检查单位收取费用。
有关主管部门在网络数据安全监督检查中不得访问、收集与网络数据安全无关的业务信息，获取的信息只能用于维护网络数据安全的需要，不得用于其他用途。
有关主管部门发现网络数据处理者的网络数据处理活动存在较大安全风险的，可以按照规定的权限和程序要求网络数据处理者暂停相关服务、修改平台规则、完善技术措施等，消除网络数据安全隐患。
第五十二条
有关主管部门在开展网络数据安全监督检查时，应当加强协同配合、信息沟通，合理确定检查频次和检查方式，避免不必要的检查和交叉重复检查。
个人信息保护合规审计、重要数据风险评估、重要数据出境安全评估等应当加强衔接，避免重复评估、审计。重要数据风险评估和网络安全等级测评的内容重合的，相关结果可以互相采信。
第五十三条
有关主管部门及其工作人员对在履行职责中知悉的个人隐私、个人信息、商业秘密、保密商务信息等网络数据应当依法予以保密，不得泄露或者非法向他人提供。
第五十四条
境外的组织、个人从事危害中华人民共和国国家安全、公共利益，或者侵害中华人民共和国公民的个人信息权益的网络数据处理活动的，国家网信部门会同有关主管部门可以依法采取相应的必要措施。
第八章　法律责任
第五十五条",0,
Q03,在境外处理中国境内自然人个人信息，哪些情况下《网络数据安全管理条例》适用？,zh,direct,phase2_5/cn_network_data_security_regulation_2024.html,a2517b07-e5dd-54b1-975e-460f7f010a61,1415b941-a535-5833-80b4-f682dcc95158,网络数据安全管理条例,中华人民共和国国务院,CN,zh,phase2_5\cn_network_data_security_regulation_2024.html,https://app.www.gov.cn/govdata/gov/202409/30/520076/article.html,,网络数据安全管理条例,9,7,9,"、商业秘密、保密商务信息等网络数据应当依法予以保密，不得泄露或者非法向他人提供。
第五十四条
境外的组织、个人从事危害中华人民共和国国家安全、公共利益，或者侵害中华人民共和国公民的个人信息权益的网络数据处理活动的，国家网信部门会同有关主管部门可以依法采取相应的必要措施。
第八章　法律责任
第五十五条
违反本条例第十二条、第十六条至第二十条、第二十二条、第四十条第一款和第二款、第四十一条、第四十二条规定的，由网信、电信、公安等主管部门依据各自职责责令改正，给予警告，没收违法所得；拒不改正或者情节严重的，处100万元以下罚款，并可以责令暂停相关业务、停业整顿、吊销相关业务许可证或者吊销营业执照，对直接负责的主管人员和其他直接责任人员可以处1万元以上10万元以下罚款。
第五十六条
违反本条例第十三条规定的，由网信、电信、公安、国家安全等主管部门依据各自职责责令改正，给予警告，可以并处10万元以上100万元以下罚款，对直接负责的主管人员和其他直接责任人员可以处1万元以上10万元以下罚款；拒不改正或者情节严重的，处100万元以上1000万元以下罚款，并可以责令暂停相关业务、停业整顿、吊销相关业务许可证或者吊销营业执照，对直接负责的主管人员和其他直接责任人员处10万元以上100万元以下罚款。
第五十七条
违反本条例第二十九条第二款、第三十条第二款和第三款、第三十一条、第三十二条规定的，由网信、电信、公安等主管部门依据各自职责责令改正，给予警告，可以并处5万元以上50万元以下罚款，对直接负责的主管人员和其他直接责任人员可以处1万元以上10万元以下罚款；拒不改正或者造成大量数据泄露等严重后果的，处50万元以上200万元以下罚款，并可以责令暂停相关业务、停业整顿、吊销相关业务许可证或者吊销营业执照，对直接负责的主管人员和其他直接责任人员处5万元以上20万元以下罚款。
第五十八条
违反本条例其他有关规定的，由有关主管部门依照《中华人民共和国网络安全法》、《中华人民共和国数据安全法》、《中华人民共和国个人信息保护法》等法律的有关规定追究法律责任。
第五十九条
网络数据处理者存在主动消除或者减轻违法行为危害后果、违法行为轻微并及时改正且没有造成危害后果或者初次违法且危害后果轻微并及时改正等情形的，依照《中华人民共和国行政处罚法》的规定从轻、减轻或者不予行政处罚。
第六十条
国家机关不履行本条例规定的网络数据安全保护义务的，由其上级机关或者有关主管部门责令改正；对直接负责的主管人员和其他直接责任人员依法给予处分。
第六十一条
违反本条例规定，给他人造成损害的，依法承担民事责任；构成违反治安管理行为的，依法给予治安管理处罚；构成犯罪的，依法追究刑事责任。
第九章　附　　则
第六十二条
本条例下列用语的含义：
（一）网络数据，是指通过网络处理和产生的各种电子数据。",0,
Q03,在境外处理中国境内自然人个人信息，哪些情况下《网络数据安全管理条例》适用？,zh,direct,phase2_5/cn_network_data_security_regulation_2024.html,a6467e53-65f3-5817-a12e-013141941bce,1415b941-a535-5833-80b4-f682dcc95158,网络数据安全管理条例,中华人民共和国国务院,CN,zh,phase2_5\cn_network_data_security_regulation_2024.html,https://app.www.gov.cn/govdata/gov/202409/30/520076/article.html,,网络数据安全管理条例,8,9,10,"得超出评估时明确的数据出境目的、方式、范围和种类、规模等。
第三十九条
国家采取措施，防范、处置网络数据跨境安全风险和威胁。任何个人、组织不得提供专门用于破坏、避开技术措施的程序、工具等；明知他人从事破坏、避开技术措施等活动的，不得为其提供技术支持或者帮助。
第六章　网络平台服务提供者义务
第四十条
网络平台服务提供者应当通过平台规则或者合同等明确接入其平台的第三方产品和服务提供者的网络数据安全保护义务，督促第三方产品和服务提供者加强网络数据安全管理。
预装应用程序的智能终端等设备生产者，适用前款规定。
第三方产品和服务提供者违反法律、行政法规的规定或者平台规则、合同约定开展网络数据处理活动，对用户造成损害的，网络平台服务提供者、第三方产品和服务提供者、预装应用程序的智能终端等设备生产者应当依法承担相应责任。
国家鼓励保险公司开发网络数据损害赔偿责任险种，鼓励网络平台服务提供者、预装应用程序的智能终端等设备生产者投保。
第四十一条
提供应用程序分发服务的网络平台服务提供者，应当建立应用程序核验规则并开展网络数据安全相关核验。发现待分发或者已分发的应用程序不符合法律、行政法规的规定或者国家标准的强制性要求的，应当采取警示、不予分发、暂停分发或者终止分发等措施。
第四十二条
网络平台服务提供者通过自动化决策方式向个人进行信息推送的，应当设置易于理解、便于访问和操作的个性化推荐关闭选项，为用户提供拒绝接收推送信息、删除针对其个人特征的用户标签等功能。
第四十三条
国家推进网络身份认证公共服务建设，按照政府引导、用户自愿原则进行推广应用。
鼓励网络平台服务提供者支持用户使用国家网络身份认证公共服务登记、核验真实身份信息。
第四十四条
大型网络平台服务提供者应当每年度发布个人信息保护社会责任报告，报告内容包括但不限于个人信息保护措施和成效、个人行使权利的申请受理情况、主要由外部成员组成的个人信息保护监督机构履行职责情况等。
第四十五条
大型网络平台服务提供者跨境提供网络数据，应当遵守国家数据跨境安全管理要求，健全相关技术和管理措施，防范网络数据跨境安全风险。
第四十六条
大型网络平台服务提供者不得利用网络数据、算法以及平台规则等从事下列活动：
（一）通过误导、欺诈、胁迫等方式处理用户在平台上产生的网络数据；
（二）无正当理由限制用户访问、使用其在平台上产生的网络数据；
（三）对用户实施不合理的差别待遇，损害用户合法权益；
（四）法律、行政法规禁止的其他活动。
第七章　监督管理
第四十七条
国家网信部门负责统筹协调网络数据安全和相关监督管理工作。
公安机关、国家安全机关依照有关法律、行政法规和本条例的规定，在各自职责范围内承担网络数据安全监督管理职责，依法防范和打击危害网络数据安全的违法犯罪活动。
国家数据管理部门在具体承担数据管理工作中履行相应的网络数据安全职责。",0,
Q07,“十四五”数字经济发展规划如何部署全国一体化算力网络、智能计算中心和人工智能服务？,zh,direct,phase2_5/cn_digital_economy_14th_fyp_2021.html,bfe4bc0f-702d-5258-8eeb-838c1297a188,50c9f3d3-f5ab-5f8f-8191-bd601d25cd73,“十四五”数字经济发展规划,中华人民共和国国务院,CN,zh,phase2_5\cn_digital_economy_14th_fyp_2021.html,https://www.miit.gov.cn/xwdt/szyw/art/2022/art_4ecc233a663b44329d0863e60b51192b.html,,国务院关于印发“十四五”数字经济发展规划的通知,2,1,1,"国务院关于印发“十四五”数字经济发展规划的通知
首页
>
新闻发布
>
时政要闻
国务院关于印发“十四五”数字经济发展规划的通知
发布时间：2022-01-12 17:55
来源：中国政府网
国发〔2021〕29号
各省、自治区、直辖市人民政府，国务院各部委、各直属机构：
现将《“十四五”数字经济发展规划》印发给你们，请认真贯彻执行。
国务院
2021年12月12日
（此件公开发布）
“十四五”数字经济发展规划
数字经济是继农业经济、工业经济之后的主要经济形态，是以数据资源为关键要素，以现代信息网络为主要载体，以信息通信技术融合应用、全要素数字化转型为重要推动力，促进公平与效率更加统一的新经济形态。数字经济发展速度之快、辐射范围之广、影响程度之深前所未有，正推动生产方式、生活方式和治理方式深刻变革，成为重组全球要素资源、重塑全球经济结构、改变全球竞争格局的关键力量。“十四五”时期，我国数字经济转向深化应用、规范发展、普惠共享的新阶段。为应对新形势新挑战，把握数字化发展新机遇，拓展经济发展新空间，推动我国数字经济健康发展，依据《中华人民共和国国民经济和社会发展第十四个五年规划和2035年远景目标纲要》，制定本规划。
一、发展现状和形势
（一）发展现状。
“十三五”时期，我国深入实施数字经济发展战略，不断完善数字基础设施，加快培育新业态新模式，推进数字产业化和产业数字化取得积极成效。2020年，我国数字经济核心产业增加值占国内生产总值（GDP）比重达到7.8%，数字经济为经济社会持续健康发展提供了强大动力。
信息基础设施全球领先。
建成全球规模最大的光纤和第四代移动通信（4G）网络，第五代移动通信（5G）网络建设和应用加速推进。宽带用户普及率明显提高，光纤用户占比超过94%，移动宽带用户普及率达到108%，互联网协议第六版（IPv6）活跃用户数达到4.6亿。
产业数字化转型稳步推进。
农业数字化全面推进。服务业数字化水平显著提高。工业数字化转型加速，工业企业生产设备数字化水平持续提升，更多企业迈上“云端”。
新业态新模式竞相发展。
数字技术与各行业加速融合，电子商务蓬勃发展，移动支付广泛普及，在线学习、远程会议、网络购物、视频直播等生产生活新方式加速推广，互联网平台日益壮大。
数字政府建设成效显著。
一体化政务服务和监管效能大幅度提升，“一网通办”、“最多跑一次”、“一网统管”、“一网协同”等服务管理新模式广泛普及，数字营商环境持续优化，在线政务服务水平跃居全球领先行列。
数字经济国际合作不断深化。
《二十国集团数字经济发展与合作倡议》等在全球赢得广泛共识，信息基础设施互联互通取得明显成效，“丝路电商”合作成果丰硕，我国数字经济领域平台企业加速出海，影响力和竞争力不断提升。",0,
Q07,“十四五”数字经济发展规划如何部署全国一体化算力网络、智能计算中心和人工智能服务？,zh,direct,phase2_5/cn_digital_economy_14th_fyp_2021.html,e7f3fb25-4cb1-59ce-bf2c-7e84d51fe8f9,50c9f3d3-f5ab-5f8f-8191-bd601d25cd73,“十四五”数字经济发展规划,中华人民共和国国务院,CN,zh,phase2_5\cn_digital_economy_14th_fyp_2021.html,https://www.miit.gov.cn/xwdt/szyw/art/2022/art_4ecc233a663b44329d0863e60b51192b.html,,国务院关于印发“十四五”数字经济发展规划的通知,1,2,2,"效的带动作用显著增强。
——数字化公共服务更加普惠均等。
数字基础设施广泛融入生产生活，对政务服务、公共服务、民生保障、社会治理的支撑作用进一步凸显。数字营商环境更加优化，电子政务服务水平进一步提升，网络化、数字化、智慧化的利企便民服务体系不断完善，数字鸿沟加速弥合。
——数字经济治理体系更加完善。
协调统一的数字经济治理框架和规则体系基本建立，跨部门、跨地区的协同监管机制基本健全。政府数字化监管能力显著增强，行业和市场监管水平大幅提升。政府主导、多元参与、法治保障的数字经济治理格局基本形成，治理水平明显提升。与数字经济发展相适应的法律法规制度体系更加完善，数字经济安全体系进一步增强。
展望2035年，数字经济将迈向繁荣成熟期，力争形成统一公平、竞争有序、成熟完备的数字经济现代市场体系，数字经济发展基础、产业体系发展水平位居世界前列。
三、优化升级数字基础设施
（一）加快建设信息网络基础设施。
建设高速泛在、天地一体、云网融合、智能敏捷、绿色低碳、安全可控的智能化综合性数字信息基础设施。有序推进骨干网扩容，协同推进千兆光纤网络和5G网络基础设施建设，推动5G商用部署和规模应用，前瞻布局第六代移动通信（6G）网络技术储备，加大6G技术研发支持力度，积极参与推动6G国际标准化工作。积极稳妥推进空间信息基础设施演进升级，加快布局卫星通信网络等，推动卫星互联网建设。提高物联网在工业制造、农业生产、公共服务、应急管理等领域的覆盖水平，增强固移融合、宽窄结合的物联接入能力。
（二）推进云网协同和算网融合发展。
加快构建算力、算法、数据、应用资源协同的全国一体化大数据中心体系。在京津冀、长三角、粤港澳大湾区、成渝地区双城经济圈、贵州、内蒙古、甘肃、宁夏等地区布局全国一体化算力网络国家枢纽节点，建设数据中心集群，结合应用、产业等发展需求优化数据中心建设布局。加快实施“东数西算”工程，推进云网协同发展，提升数据中心跨网络、跨地域数据交互能力，加强面向特定场景的边缘计算能力，强化算力统筹和智能调度。按照绿色、低碳、集约、高效的原则，持续推进绿色数字中心建设，加快推进数据中心节能改造，持续提升数据中心可再生能源利用水平。推动智能计算中心有序发展，打造智能算力、通用算法和开发平台一体化的新型智能基础设施，面向政务服务、智慧城市、智能制造、自动驾驶、语言智能等重点新兴领域，提供体系化的人工智能服务。
（三）有序推进基础设施智能升级。",0,
Q07,“十四五”数字经济发展规划如何部署全国一体化算力网络、智能计算中心和人工智能服务？,zh,direct,phase2_5/cn_digital_economy_14th_fyp_2021.html,225d7bcc-6a8e-516c-9cf0-aed502195730,50c9f3d3-f5ab-5f8f-8191-bd601d25cd73,“十四五”数字经济发展规划,中华人民共和国国务院,CN,zh,phase2_5\cn_digital_economy_14th_fyp_2021.html,https://www.miit.gov.cn/xwdt/szyw/art/2022/art_4ecc233a663b44329d0863e60b51192b.html,,国务院关于印发“十四五”数字经济发展规划的通知,,3,5,"制等多元化人才培养模式。制定实施数字技能提升专项培训计划，提高老年人、残障人士等运用数字技术的能力，切实解决老年人、残障人士面临的困难。提高公民网络文明素养，强化数字社会道德规范。鼓励将数字经济领域人才纳入各类人才计划支持范围，积极探索高效灵活的人才引进、培养、评价及激励政策。
（四）实施试点示范。
统筹推动数字经济试点示范，完善创新资源高效配置机制，构建引领性数字经济产业集聚高地。鼓励各地区、各部门积极探索适应数字经济发展趋势的改革举措，采取有效方式和管用措施，形成一批可复制推广的经验做法和制度性成果。支持各地区结合本地区实际情况，综合采取产业、财政、科研、人才等政策手段，不断完善与数字经济发展相适应的政策法规体系、公共服务体系、产业生态体系和技术创新体系。鼓励跨区域交流合作，适时总结推广各类示范区经验，加强标杆示范引领，形成以点带面的良好局面。
（五）强化监测评估。
各地区、各部门要结合本地区、本行业实际，抓紧制定出台相关配套政策并推动落地。要加强对规划落实情况的跟踪监测和成效分析，抓好重大任务推进实施，及时总结工作进展。国家发展改革委、中央网信办、工业和信息化部要会同有关部门加强调查研究和督促指导，适时组织开展评估，推动各项任务落实到位，重大事项及时向国务院报告。
【返回顶部】
【关闭窗口】
【打印本页】",0,
